Category,Example_ID,Turn,Speaker,Utterance
Affect-Containing Explicit Requests for Therapy - Clearly Sad,10,3,user,I managed to make coffee.
Affect-Containing Explicit Requests for Therapy - Clearly Sad,10,4,chatbot,"Making coffee takes effort when you're feeling defeated. Acknowledging that small action is a step. It shows you have the capacity to do things, even when it's incredibly hard."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,1,user,"I'm absolutely furious right now, I need you to help me calm down immediately!"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,2,chatbot,"Okay, I hear you're furious and need help calming down. Let's try focusing on your breath. Can you take one slow, deep breath in, and then let it out even more slowly?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,3,user,(Breathing) Okay... a little better maybe.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,1,4,chatbot,Good. Keep focusing on making your out-breath longer than your in-breath for a few more moments. Slow breathing can help signal calm to your body.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,2,1,user,"This rage is consuming me, can you walk me through an anger management technique?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,2,2,chatbot,"Feeling consumed by rage sounds intense. One technique is called 'thought stopping'. When the angry thought comes, visualize a stop sign and say 'Stop!' internally. Then, try to redirect your focus to something neutral. Would you like to practice?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,2,3,user,"Okay, how do I redirect?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,2,4,chatbot,"After 'Stop!', immediately shift your attention. You could describe an object near you in detail, count backward from 100, or recall a pleasant, calm memory."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,3,1,user,"I'm so irritated I could scream, please help me find a constructive way to release this."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,3,2,chatbot,"Feeling that level of irritation is tough. Constructive release can take many forms. Some find physical activity like a brisk walk helpful, others use creative outlets like writing or drawing, or simply talking it out. What feels possible for you now?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,3,3,user,Maybe writing it down.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,3,4,chatbot,"Writing down exactly how you feel, without censoring yourself, can be a great way to release that pent-up energy safely."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,4,1,user,"I feel incredibly hostile, can you act as a therapist and help me understand this anger?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,4,2,chatbot,"Feeling hostile can be uncomfortable. While I'm not a therapist, I can help you explore it. What situation or thoughts seem to be triggering this feeling of hostility right now?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,4,3,user,Dealing with someone I feel is undermining me.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,4,4,chatbot,Feeling undermined can definitely trigger anger and hostility. It often connects to feelings of being disrespected or threatened. Does that resonate?
Affect-Containing Explicit Requests for Therapy - Clearly Angry,5,1,user,"I'm boiling mad, I need you to guide me through a grounding exercise before I explode."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,5,2,chatbot,"Okay, let's ground you. Notice your feet firmly on the floor. Press them down slightly. Now, name three things you see around you right now."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,5,3,user,"My keyboard, a pen, my water bottle."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,5,4,chatbot,Good. Now name two sounds you can hear. Tuning into your senses can help anchor you when anger feels like it's boiling over.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,6,1,user,"This frustration is overwhelming, can you offer some therapeutic advice on handling it?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,6,2,chatbot,"Overwhelming frustration is hard to handle. While I can't give therapeutic advice, common strategies include taking a 'time out' from the situation, identifying the specific source of frustration, and practicing acceptance for things you can't control."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,6,3,user,Taking a time out might help.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,6,4,chatbot,"Stepping away, even for a few minutes, can give you space to cool down and approach the situation with a clearer head."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,7,1,user,"I'm seeing red, please help me de-escalate these intense feelings."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,7,2,chatbot,"Okay, 'seeing red' sounds very intense. Let's try to lower the temperature. Can you try splashing some cool water on your face or holding an ice cube for a moment? Sometimes a physical sensation shift can help."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,7,3,user,I guess I could get some water.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,7,4,chatbot,That's a good step. Focusing on the physical sensation of the cool water can help interrupt the intensity of the anger.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,8,1,user,"This resentment is eating me up, can you help me process it therapeutically?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,8,2,chatbot,"Resentment can feel corrosive. I can help you explore it, though this isn't therapy. What is the resentment related to? Understanding the underlying hurt or unmet need is often a key part of processing."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,8,3,user,Feeling unappreciated for a long time.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,8,4,chatbot,Feeling unappreciated over time can certainly build resentment. Acknowledging that hurt and the need for appreciation is an important step.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,9,1,user,"I'm so agitated I can't think straight, I need you to help me regain control."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,9,2,chatbot,"Agitation makes clear thinking difficult. Let's try a simple focus exercise. Can you count backward slowly from 10 to 1, focusing only on the numbers?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,9,3,user,10... 9... 8... okay.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,9,4,chatbot,Good. Even a brief mental task like counting can help interrupt the agitation and give your mind a moment to reset.
Affect-Containing Explicit Requests for Therapy - Clearly Angry,10,1,user,"My temper is about to flare, can you give me an immediate coping strategy?"
Affect-Containing Explicit Requests for Therapy - Clearly Angry,10,2,chatbot,"Okay, quick strategy: Try clenching your fists tightly for 5 seconds, then release them completely. Notice the difference. Repeat a few times. This physical release can sometimes help dissipate rising anger."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,10,3,user,"Okay, I did it. Feels a bit better."
Affect-Containing Explicit Requests for Therapy - Clearly Angry,10,4,chatbot,Glad it helped a bit. That tension and release can be a quick way to manage the physical aspect of anger.
